################################################################
# ThreatFox IOCs: recent SHA256 hashes - CSV format            #
# Last updated: 2025-10-04 00:38:19 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2025-10-04 00:38:05", "1607060", "c42db72d2988d5fd007df2e7818513332c6da6742f84d25d257e509f657f923f", "sha256_hash", "payload", "win.rhadamanthys", "None", "Rhadamanthys", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:38:05", "1607063", "22180988710ffdb322ae5541948e19d57bc389f7d6449528a571c7649646f55c", "sha256_hash", "payload", "win.rhadamanthys", "None", "Rhadamanthys", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:38:04", "1607057", "db2df3c05c4e4a8994170acc8080e3bf2e8f6264d89d116b38eb41d4fce6ae39", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:38:03", "1607054", "05b636682bbe2b0798bf3bf5941fd038db982b8b194271e8935c202bc20c243e", "sha256_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:38:02", "1607051", "38ce63f584c09d26d888ee142ab7811371dbdaaa90c0ad5b74eee7a450200b55", "sha256_hash", "payload", "win.padcrypt", "None", "PadCrypt", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:38:01", "1607048", "83989cd752c38c8cfc6dc52cf7535c417068c7e1b89ff9cfb23f6eb6d52dc4f6", "sha256_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:38:00", "1607045", "1ba6a9571b806d0941c6c7f4ef5a9a58d9085c8f0d42ef977e4c0de0119b39e2", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:59", "1607042", "95f94f5fce45a96e5eecc8f778deea373a47cadaa3da5c2342c6c6855dcae485", "sha256_hash", "payload", "win.kimsuky", "None", "Kimsuky", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:58", "1607039", "b3690299060ea7e26e69b74e5e458078030ec48d10bd0a1c6de0bff49a8fa921", "sha256_hash", "payload", "win.salatstealer", "None", "SalatStealer", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:57", "1607033", "0015911fab4e4cedd52c9fca15fc8556407bb92b23673dd4463e95f766c7349a", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:57", "1607036", "2b5f0b503296a0cdd046c13d95dcce62ae6f3dda1bbc7c493c7208645c720145", "sha256_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:56", "1607030", "386e075c4b38ed2f8a1288d41f3d3508ff84337a0f9507c51f46ad01eb0c1613", "sha256_hash", "payload", "win.vipkeylogger", "None", "VIP Keylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:55", "1607027", "41e4dd0218aed625e7883bd3dbe43a95796360bda2e2b7fcf020af9fe5e1f1dc", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:54", "1607024", "e97233f6c7b7497a0fe4d6a916dde92ade0cc0f92d73e424af88b0bd855b23db", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:53", "1607021", "35609862a6c28f3fa0e24dfc564dd3515c539cd1f8387de051055abbaef90ff5", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:52", "1607018", "e45a11dfd7e9b1a6dbd2f2a75c669ae8b7a6912cd0ca5e30e37510d20dd04e2e", "sha256_hash", "payload", "win.vipkeylogger", "None", "VIP Keylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:51", "1607015", "f4a2ff30755f15ff9c9e1ea5fdabd00f3c2755bb9d28829390833b07fc1cdce1", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:50", "1607012", "0368450303b2da9adaa02276d18fcfc46616f17b773c8c487d4b02a0f7dc5bb7", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:49", "1607006", "b87932a6ec2499d7d36ca764a64e5b38a209d1bb97346ef65226082db6830194", "sha256_hash", "payload", "win.hijackloader", "DOILoader,GHOSTPULSE,IDAT Loader,SHADOWLADDER", "HijackLoader", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:49", "1607009", "1b2a2c0a20f38ab07813d01f49c8e57f3c4c514a59571d7c60bf9952085ea43a", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:48", "1607003", "6ac3a2007fbcf5ba7cac6208a74c67c0aa16651109b4fd971a4f23742f3bf2ad", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:47", "1607000", "c376028af619aec083e473b00abf62fe6be3bb60d081b6479982388ee1664008", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:46", "1606997", "c793a3aa1211f65a43658ad4dac17f25dbbd1035f54bb44e366871fbfefca74f", "sha256_hash", "payload", "win.salatstealer", "None", "SalatStealer", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:45", "1606994", "cb464455cbb783df8da5d7e1cee51cde3b42f5cd1c4c5cb6559aa56cbb1007fe", "sha256_hash", "payload", "win.dbatloader", "ModiLoader,NatsoLoader", "DBatLoader", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:44", "1606991", "5654aa9cb45d8fbdd37d400357b57ec96c0865d62b2698fe6c317ad6448b17d4", "sha256_hash", "payload", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:43", "1606988", "08d496c06e3656f8923211d5bc5cfa001179409169674dcee32373879901d9b5", "sha256_hash", "payload", "win.dbatloader", "ModiLoader,NatsoLoader", "DBatLoader", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:42", "1606985", "0147a292eabd1a7ae1be2bfbf0376e75e79a15111c95f2eb5cfcc50a8ae1922f", "sha256_hash", "payload", "win.gogoogle", "BossiTossi", "GoGoogle", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:41", "1606979", "fcea10e54c5fc8f3cdb564bed30acf6afa46eeeede717c13b95b3e8ad7814075", "sha256_hash", "payload", "win.mydoom", "Novarg,Mimail", "MyDoom", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:41", "1606982", "266225722a9a978e56e824d28bd7c8908c1d95326f65d3908e2e1a8c83672f67", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:40", "1606976", "703af985b3787f140971cccc1cfe86ed8af40a9ba9e05ab0e7e2d67ac97a79b7", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:39", "1606973", "4206c4ded33b3137cb67d2013deb8c6d78b4a55fd16d9930904ad548d8802c19", "sha256_hash", "payload", "win.darktortilla", "None", "DarkTortilla", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:38", "1606970", "4123bedccc18eee83aa4c7d8e1b64191ddde5fc234bd3c1cbd7f998571e47112", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:37", "1606967", "bd883a6075228d89b0c201880e1feafe73784e964720d027455e1702be6bba7c", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:36", "1606964", "5376f3fdc59befa0e3af575beb1ca43180a9edceae0a26eba338aa2b1ca37953", "sha256_hash", "payload", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:35", "1606961", "9a577c544360db41918b2d1890ae1abf2407e734f77d307ef8828a151d8252d4", "sha256_hash", "payload", "win.gcleaner", "None", "GCleaner", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:34", "1606955", "bd9e7304d6154d73f77961403e3ef8596c68ab574517d1e78632ca747a0c6297", "sha256_hash", "payload", "win.valley_rat", "Winos", "ValleyRAT", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:34", "1606958", "86caabaf24738f1b63c93a374e0894b6ab36cf4f13595e5f8f2d693f168ac159", "sha256_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:33", "1606952", "72a869c753d3b44377b388fd12b9ba6b8345082b95db87104a218c0f92e1a978", "sha256_hash", "payload", "win.amadey", "None", "Amadey", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:32", "1606949", "1285169abae30ba3d353644ed90ded5d7fe5ea119a027e8eee1aeb8511c13f06", "sha256_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:31", "1606946", "0443e508c14630fca81d33c7a33555a32cc35226ebd95d10e361a22fa3beed2a", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:30", "1606943", "53103a831d128565133ffcd807c8aedf011367c6fb261914b5d9bed0f7382548", "sha256_hash", "payload", "win.valley_rat", "Winos", "ValleyRAT", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:29", "1606940", "25e89fe9b7a662bd7d2b4e4632c27877911daf32a05748423c3a82fbf9b6d787", "sha256_hash", "payload", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:28", "1606937", "7c4072f5ae6fdf61d9f6d051a5bad41290e6e66e5a564110ec97a256fd4980b4", "sha256_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:27", "1606931", "3532fe525d339585e0aeeecbe2b55593e3732367ae57917513e8e5645b6854ed", "sha256_hash", "payload", "win.salatstealer", "None", "SalatStealer", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:27", "1606934", "567eceb1456164eace7d2e0d15ce2deed8c41ec6279213a54174a97ba92802af", "sha256_hash", "payload", "win.salatstealer", "None", "SalatStealer", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:25", "1606928", "8537f934654bf1ade223878e12b62d051641dfeb47db4609b48ca819bdf10311", "sha256_hash", "payload", "win.salatstealer", "None", "SalatStealer", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:24", "1606925", "ebc963782a30a3e6cc360a6e4fda16d2acac2de13ee0d8db863082e699dabd5a", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:23", "1606922", "8697e36a4cb7810976c72d5890abeede56a664ab741fe24c755f3648fb5f9124", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:22", "1606919", "a32a4ef40c949b6247cf9a0a43546d8e4e5040195db8e8157fe9f884a79e4e9e", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2025-10-04 00:37:21", "1606916", "ca10f8af17c49cb7a659badd06b529b816c59d7d6f4e1f9ec23c173fc56588ec", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2025-10-03 05:08:18", "1605761", "3bfb8a3957b3fa1ed9164b37995d71b00ea1ea97c29cffe557e8747e0dfd49e7", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "2025-10-02 23:44:39", "100", "", "None", "0", "j3rich0123"
"2025-10-02 23:45:43", "1606001", "26fe5d4dedc86c5c5fcd19b101b37f9960ef28d3210566a48cd63cd90e62b62e", "sha256_hash", "payload", "win.amadey", "None", "Amadey", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:42", "1605998", "ce1a6bd0835d7806d77e0207a52460faeb50456c46703aa10119b2bfbb430b9e", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:41", "1605995", "85f56f102acf557b4759b068b0a16190ec36eeac098472c812f9ac9bd5f72c7b", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:40", "1605992", "be68f32481e1551531f9c2ae9322870aa30e48224fb0ad1f4468b04ec07374c0", "sha256_hash", "payload", "win.amadey", "None", "Amadey", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:39", "1605986", "997a30718aed3af8539225d687b91fcb01b1636319817a4d355c294a1f82d22d", "sha256_hash", "payload", "win.vipkeylogger", "None", "VIP Keylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:39", "1605989", "110f19753a514135bdb607dfd09c6f703cdd9d21de3dcf928372e0ce03ae2248", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:38", "1605983", "0217f2d34e0411e62e74d59bf2e1d355ab5f774727949b26ea38cedb2bcd946e", "sha256_hash", "payload", "win.vipkeylogger", "None", "VIP Keylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:37", "1605980", "44e6782ed02acc40cb81839c91bddf25b2da1092ccaabb4f30e3d98f7021256f", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:36", "1605977", "ce28ce80d5f620894c987bcbcf86e858fdc5a1635b8e26457cd87ef99999ef4b", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:35", "1605974", "c18f7ea329da96ac1a6f58cc10f749e5b2b3fe67b2ec7d8d345033e778213afb", "sha256_hash", "payload", "win.socks5_systemz", "None", "Socks5 Systemz", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:34", "1605971", "23f529a02ef4ecfefc10d5610520765c0c85fc7b385768ffc7b02a976718c8d2", "sha256_hash", "payload", "win.stealc", "None", "Stealc", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:33", "1605968", "13a7e75b76e65c08ed8a6741855e75680383c2bfd11bb2fb72c34219b6a47af0", "sha256_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:32", "1605965", "048d10ef71800b76c5c0eef9055793d8c92cb6116fd134be3ba8d42775e702d3", "sha256_hash", "payload", "win.troystealer", "None", "troystealer", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:31", "1605962", "d0192b3edbd7016345653496384040d3f76c46cc4582b1f1cda0015090e8d632", "sha256_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:30", "1605959", "dc3c00fff55e0bc08809c8814a5a21868159dda6c949b2bfeab7e333c1c6a369", "sha256_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:29", "1605956", "28722ad42ae0e1cfeb16e0a95472e4f88dbeb2e6d2012e56e9b5faf6e06e5ef0", "sha256_hash", "payload", "win.stealc", "None", "Stealc", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:28", "1605953", "0410516aa2f2220e0719e1a2013a0fa5b103b2aca5fdc0f5a64fe01034c6dc19", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:27", "1605950", "3dcc4c060dfcef9e59c390d53a689ddc21b60901197e7aab35a2152b43db3f90", "sha256_hash", "payload", "win.gcleaner", "None", "GCleaner", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:26", "1605947", "c9d7cbe0694124ea1484d0fa67c76f4c2ead219772ac77436da99b6627623c78", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:24", "1605944", "fd01d87191d287eef1b56ad193c9be2ab4abe4db90fa948b96ae5e69feb7792d", "sha256_hash", "payload", "win.guidloader", "None", "GUIDLOADER", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:23", "1605941", "32d826c1a59469515c34e02a2bda606fc3465eb064ece53686bd6572bcdbb650", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:22", "1605938", "b2a03203a52830894579157f0210feeea726ddcf65cb20fcded60915885fa90c", "sha256_hash", "payload", "win.rhadamanthys", "None", "Rhadamanthys", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:21", "1605935", "b53080d417c8ca9b6e0bb9b038074bd2e8186ad902462e98fa420f68407b56db", "sha256_hash", "payload", "win.rhadamanthys", "None", "Rhadamanthys", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:20", "1605932", "4348e963539ff1214eb678c0710063903802780d76315ef1459c963ead48e322", "sha256_hash", "payload", "win.netwire", "NetWeird,NetWire,Recam", "NetWire RC", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:19", "1605929", "da753d9293e070f2d8178a134cfb93314655c9e0906a3774e73b57b21e0c4879", "sha256_hash", "payload", "win.aurotun_stealer", "None", "Aurotun Stealer", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:18", "1605926", "c0b1257e4bff2c5701e7201fdbf0ab1a2d8d6773237d227794b39cca91eb39b5", "sha256_hash", "payload", "win.gcleaner", "None", "GCleaner", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:16", "1605920", "45121e439299cbf2621a0f69a0bed1dc5306a7ba9eb59fda8a0072b037a176da", "sha256_hash", "payload", "win.stealc", "None", "Stealc", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:16", "1605923", "299c10ef84539647cb47d34f91d494ea4ff5798a484124704eba3251183a5eb5", "sha256_hash", "payload", "win.gcleaner", "None", "GCleaner", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:14", "1605917", "39086c30488803b95dddb2d4aa2c3e106c3038cd39c7f69c24501bbe8cd95ccb", "sha256_hash", "payload", "win.darkcloud", "None", "DarkCloud Stealer", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:13", "1605914", "f88d9bc94b7fb1fc700ab9c5347851d7994492cc61481c51d13abedfcd1b2dbb", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:12", "1605911", "39a057a617ce14e97254492d8f5cdcac6d8502bb3afd578d5e59f84c757f5728", "sha256_hash", "payload", "win.masslogger", "None", "MASS Logger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:11", "1605908", "fcce017a40b3e39526c19007cdfefcd80f1cb4498abddbb552a3eed9ed37832c", "sha256_hash", "payload", "win.masslogger", "None", "MASS Logger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:10", "1605905", "e81510f9186eb2975dcce68a869c17b0274994ae90c06f716a4ffa561cc13809", "sha256_hash", "payload", "win.masslogger", "None", "MASS Logger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:09", "1605902", "aa3f4475c2882b4ff2eef5f587fe1f7f1fe0a9c7a4972deb0431a5daf2ec39a1", "sha256_hash", "payload", "win.masslogger", "None", "MASS Logger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:08", "1605899", "c3b1655c5a7e25ea3f6fae5476001576156cf557884c2c413fa04d74fbebd920", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:06", "1605896", "cf1f2902c46b14b17999309c60c2956074fa632cb4e2b1393bd5ef9dd5f01ce9", "sha256_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:05", "1605893", "a441e76246ce6a7f26b8fef2f6a759672928d09cdfce7ba503701915fd69fb88", "sha256_hash", "payload", "win.amadey", "None", "Amadey", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:04", "1605890", "e0d41e468c646f868f7f36b49676fbd84889f243289aff775c9f0febdb348ff0", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:03", "1605887", "767829ce973d5fc84ba89fc041e49b954e902ad63bac4ea28ced107ccb8182c5", "sha256_hash", "payload", "win.valley_rat", "Winos", "ValleyRAT", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:02", "1605884", "8ec9443551fea606da99679a03c90c5b64e00957b74d1aea6c1b6115f7a24269", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:45:00", "1605881", "dbffbfb04cf4eff8edef37a4fef2e9239a456d1e9724870d464dfe66ef8de885", "sha256_hash", "payload", "win.masslogger", "None", "MASS Logger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:59", "1605878", "c1ae0a9f22462a83d0c1649fa5dfcd32527172bf8ca14fda22f31c77a9e6512e", "sha256_hash", "payload", "win.troystealer", "None", "troystealer", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:58", "1605872", "8f1b55ae725ecf5c3043d390b17eb3d03e9b9681fede65bfea1f6e7cba8e3073", "sha256_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:58", "1605875", "2de3a22c6db0a45951a8c6d1a98b885efc3b0b357f98aa1ee0a400d783f49ef8", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:57", "1605869", "668b4176657d8ff0f4d9c2559d5fc8c93b91c72fbeed238b5983f94b9055ae3a", "sha256_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:56", "1605866", "5aa774e9545c8b8ce704219aeb374be885ec8533eaa8562db4ad5118917582be", "sha256_hash", "payload", "win.lokipws", "Burkina,Loki,LokiBot,LokiPWS", "Loki Password Stealer (PWS)", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:55", "1605863", "47e2bd28e93c047783c899c3f76765ddb263b3062f50a55c11d32fc354b15c6b", "sha256_hash", "payload", "win.lokipws", "Burkina,Loki,LokiBot,LokiPWS", "Loki Password Stealer (PWS)", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:54", "1605860", "e8d4cd03450bee6fa32028e4e4e0e415d4c4bbfcb349e77170cd983226666820", "sha256_hash", "payload", "win.lokipws", "Burkina,Loki,LokiBot,LokiPWS", "Loki Password Stealer (PWS)", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:53", "1605857", "fa4036ae09207d287c5f19e218825ffa26b8a3e3f1a1b07435cab97efbac0feb", "sha256_hash", "payload", "win.masslogger", "None", "MASS Logger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:52", "1605851", "3975f44f04416f3f1bcd853ae3b006053a2b27d0ed7807e27cc88f1e17fbfb2b", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
